Title,Artist,Nationality,Gender,Date,Medium,Classification,Department,DateAcquired,Height (cm),Width (cm)
Rue du Jour,Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Fête des Invalides,Eugène Atget,(French),(Male),1912,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Petit Luxembourg. Oratoire Marie de Médicis,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
PETIT CHÂTEAU ROUGE. RUE GALANDE 59,Eugène Atget,(French),(Male),1905-06,Albumen silver print,Photograph,Photography,3/6/68,,
Maison coin de la Madeleine et [rue de la] Caumartin,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
Maison coin Boulevard de la Madeleine et [rue de la] Caumartin,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL CLERMONT-TONNERRE. RUE DU CHERCHE-MIDI 85,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
RUE SAINT DENIS,Eugène Atget,(French),(Male),1903,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DE BOUVILLE. RUE DE VERNEUIL 13 ET 15. ANCIENNE MAIRIE DU 10e ARRONDISSEMENT. AUJOURD'HUI 7e ARRONDISSEMENT,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
RUE DE VERNEUIL,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
VIEILLE MAISON. RUE DE MONTMORENCY 37,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
Ancien Couvent ees Religieuses de Panthémont. rue de Grenelle 104,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
Fête de Vaugirard,Eugène Atget,(French),(Male),1926-27,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Ancien Couvent ees Religieuses de Panthémont. rue de Grenelle 104,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
SAINT DENIS. RUE DE LA BOULANGERIE,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
RUE BERTON,Eugène Atget,(French),(Male),1913,Albumen silver print,Photograph,Photography,3/6/68,,
RUE BERTON,Eugène Atget,(French),(Male),1913,Albumen silver print,Photograph,Photography,3/6/68,,
LA CITÉ DORÉ. BOULEVARD DE LA GARE 90,Eugène Atget,(French),(Male),1913,Albumen silver print,Photograph,Photography,3/6/68,,
"Vieille maison, ruelle des Gobelins",Eugène Atget,(French),(Male),1913,,Photograph,Photography,3/6/68,,
SAINT LAZARE. FAUBOURG SAINT-DENIS,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DE LA DUCHESSE DE LONGUEVILLE. RUE SAINT JACQUES 289,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
"RUE COLBERT, AMORCES DE LA VOUTE QUI FRANCHISSAIT JADIS LA RUE",Eugène Atget,(French),(Male),1907,Albumen silver print,Photograph,Photography,3/6/68,,
Luxembourg,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Fête de Vaugirard,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Laurier-Rose,Eugène Atget,(French),(Male),Before 1900,Albumen silver print,Photograph,Photography,3/6/68,,
UN COIN DE LA RUE SAUVAL AU NUMERO 2,Eugène Atget,(French),(Male),1908,Albumen silver print,Photograph,Photography,3/6/68,,
MAISON DES GARDES DE L'ORFÈVRERIE. 9 RUE DES ORFÈVRES,Eugène Atget,(French),(Male),1908,Albumen silver print,Photograph,Photography,3/6/68,,
POMMIER. PARC DELESSERT,Eugène Atget,(French),(Male),1914,Matte albumen silver print,Photograph,Photography,3/6/68,,
Maisons-Lafitte-château,Eugène Atget,(French),(Male),1910,Matte albumen silver print,Photograph,Photography,3/6/68,,
Maisons-Lafitte-château,Eugène Atget,(French),(Male),1910,Albumen silver print,Photograph,Photography,3/6/68,,
Cèdre (Malmaison),Eugène Atget,(French),(Male),1919-21,Albumen silver print,Photograph,Photography,3/6/68,,
"Beauvais, ancien Cloître",Eugène Atget,(French),(Male),1904,Albumen silver print,Photograph,Photography,3/6/68,,
Place Pigalle,Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Fête du Trône,Eugène Atget,(French),(Male),1922,Matte albumen silver print,Photograph,Photography,3/6/68,22.1,17.8
Place Pigalle,Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Ruelle des Reculettes,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Passage Moret,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Bibliothèque nationale,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
Bibliothèque nationale,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
Maisons-Lafitte-château,Eugène Atget,(French),(Male),1910,Albumen silver print,Photograph,Photography,3/6/68,,
Maisons-Lafitte-château,Eugène Atget,(French),(Male),1910,Albumen silver print,Photograph,Photography,3/6/68,,
Maisons-Lafitte-château,Eugène Atget,(French),(Male),1910,Albumen silver print,Photograph,Photography,3/6/68,,
La Madeleine (Porte),Eugène Atget,(French),(Male),1907,Albumen silver print,Photograph,Photography,3/6/68,,
Saint-Étienne-du-Mont,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Trianon,Eugène Atget,(French),(Male),1926,Matte albumen silver print,Photograph,Photography,3/6/68,,
Fête de Vaugirard,Eugène Atget,(French),(Male),1922,Matte albumen silver print,Photograph,Photography,3/6/68,,
Beauvais. Maison 27 rue Pantaléon,Eugène Atget,(French),(Male),1904,Albumen silver print,Photograph,Photography,3/6/68,,
Beauvais. 33 Rue Pantaleon,Eugène Atget,(French),(Male),1904,Albumen silver print,Photograph,Photography,3/6/68,,
BOUTIQUE RUE SAINT-JULIEN-LE-PAUVRE,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
Saint-Médard,Eugène Atget,(French),(Male),1924,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
CÔTÉ RUE DU CHÂTEAU DES RENTIERS,Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
HÔTEL DU TILLET DE LA BUSSIÈRE. RUE SAINT-ANDRÉ-DES-ARTS 52,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
Untitled,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
RUE DES GRANDS AUGUSTINS. HÔTEL DUPRAT,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
Fête du Trône,Eugène Atget,(French),(Male),1922,Albumen silver print,Photograph,Photography,3/6/68,,
RUE BERTON,Eugène Atget,(French),(Male),1922,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Saint Jacques du Haut-Pas,Eugène Atget,(French),(Male),1927,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Rue Mouffetard,Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
"RUE SAINT RUSTIQUE, RUE DES SAULES ET RUE NORVINS",Eugène Atget,(French),(Male),1925,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
"Vanves, vieille rue",Eugène Atget,(French),(Male),1925-27,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Untitled,Eugène Atget,(French),(Male),Before 1900,Albumen silver print,Photograph,Photography,3/6/68,,
Glycine,Eugène Atget,(French),(Male),1900-10,Albumen silver print,Photograph,Photography,3/6/68,,
ISSY -- ANCIEN CHÂTEAU,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
Bouillon-Blanc,Eugène Atget,(French),(Male),1921,Albumen silver print,Photograph,Photography,3/6/68,,
Fête des Gobelins,Eugène Atget,(French),(Male),1899,Matte albumen silver print,Photograph,Photography,3/6/68,,
Maisons-Lafitte-château,Eugène Atget,(French),(Male),1910,Albumen silver print,Photograph,Photography,3/6/68,,
Saint-Cloud,Eugène Atget,(French),(Male),Juin 1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
STATUE. PLACE DU CARROUSEL,Eugène Atget,(French),(Male),1911,Albumen silver print,Photograph,Photography,3/6/68,,
Ancien Couvent des Carmélites. 286 rue Saint-Jacques,Eugène Atget,(French),(Male),1899,Albumen silver print,Photograph,Photography,3/6/68,,
Maison des Dames Lingères. Rue de la Lingerie,Eugène Atget,(French),(Male),1899-1900,Albumen silver print,Photograph,Photography,3/6/68,,
Rue du Maure,Eugène Atget,(French),(Male),1899-1900,Albumen silver print,Photograph,Photography,3/6/68,,
Ancien Couvent des Guillemites. Rue des Guillemites,Eugène Atget,(French),(Male),1899-1900,Albumen silver print,Photograph,Photography,3/6/68,,
Ancien Collège Coqueret. Impasse Chartière 11,Eugène Atget,(French),(Male),1899-1900,Albumen silver print,Photograph,Photography,3/6/68,,
HÔTEL DU TILLET DE LA BUSSIÈRE. 52 RUE SAINT-ANDRÉ-DES-ARTS,Eugène Atget,(French),(Male),1905,Albumen silver print,Photograph,Photography,3/6/68,,
Fête des Invalides,Eugène Atget,(French),(Male),1898-99,Albumen silver print,Photograph,Photography,3/6/68,,
Ancien Bal du Vieux Chène. Rue Mouffetard 69,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
Ancien Logis des Patriarches de Jerusalem. Rue Mouffetard 81,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
"Maison des Patriarches de Jérusalem, rue Mouffetard 81",Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
A la Tour D'argent. 18 Rue Saint Germain l'auxerrois,Eugène Atget,(French),(Male),1902,Albumen silver print,Photograph,Photography,3/6/68,,
ENTRÉE DU VILLAGE DE CHÂTILLON,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
ESBLY (VIEILLE MAISON),Eugène Atget,(French),(Male),1923,Albumen silver print,Photograph,Photography,3/6/68,,
RUE SAINT BON,Eugène Atget,(French),(Male),1903-04,,Photograph,Photography,3/6/68,,
"Maison, 13 rue Suger",Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
Ruelle des Gobelins,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Maisons-Lafitte-château,Eugène Atget,(French),(Male),1910,Albumen silver print,Photograph,Photography,3/6/68,,
Fête des Invalides,Eugène Atget,(French),(Male),1898,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
COIN DE LA RUE SAINT MARTIN ET DE LA RUE DES LOMBARDS,Eugène Atget,(French),(Male),1924,Albumen silver print,Photograph,Photography,3/6/68,,
COIN DE LA RUE SAINT MARTIN ET DE LA RUE DE LA VERRERIE,Eugène Atget,(French),(Male),1901,Albumen silver print,Photograph,Photography,3/6/68,,
QUAI BOURBON AU 53. POINTE DE L'ÎLE,Eugène Atget,(French),(Male),1914,Albumen silver print,Photograph,Photography,3/6/68,,
RUE CLOCHE PERCE,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
"1 rue Brisemiche, Vieille Maison",Eugène Atget,(French),(Male),1908,Albumen silver print,Photograph,Photography,3/6/68,,
RUE BRISEMICHE,Eugène Atget,(French),(Male),1908,Albumen silver print,Photograph,Photography,3/6/68,,
RUE DE VENISE ET DE BEAUBOURG,Eugène Atget,(French),(Male),1922,Albumen silver print,Photograph,Photography,3/6/68,,
Au Franc Pinot. Quai Bourbon 1 (enseigne),Eugène Atget,(French),(Male),1908,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
IMPASSE DE LA BAUDOIRIE. RUE DE VENISE,Eugène Atget,(French),(Male),1898-99,Albumen silver print,Photograph,Photography,3/6/68,,
Rue Quincampoix,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
Saint-Cloud,Eugène Atget,(French),(Male),1910-14,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
UN COIN DE L'IMPASSE DE LA BAUDOIRIE,Eugène Atget,(French),(Male),1912,Albumen silver print,Photograph,Photography,3/6/68,,
RUE BRISEMICHE,Eugène Atget,(French),(Male),1898-99,Albumen silver print,Photograph,Photography,3/6/68,,
RUE BRISEMICHE,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
Rue Quincampoix,Eugène Atget,(French),(Male),1908,Albumen silver print,Photograph,Photography,3/6/68,,
ÎLE SAINT LOUIS,Eugène Atget,(French),(Male),1903,Albumen silver print,Photograph,Photography,3/6/68,,
LA FEMME SANS TÊTE. QUAI BOURBON,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
RUE CHANOINESSE,Eugène Atget,(French),(Male),1923,Albumen silver print,Photograph,Photography,3/6/68,,
CHÂTEAU DIT DE LA REINE BLANCHE. RUE DES GOBELINS,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
QUAI DU LOUVRE,Eugène Atget,(French),(Male),1923,Albumen silver print,Photograph,Photography,3/6/68,,
Rue des Chantres,Eugène Atget,(French),(Male),1923,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Saint-Cloud,Eugène Atget,(French),(Male),1915,Albumen silver print,Photograph,Photography,3/6/68,,
Rue Taille-Pain,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
Rue de l'Hôtel-de-Ville,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
Rue de l'Hôtel de Ville,Eugène Atget,(French),(Male),1921,Albumen silver print,Photograph,Photography,3/6/68,17.6,22.1
RUE DES DEUX PONTS ET SAINT-LOUIS-EN-L'ÎLE,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
RUE PIERRE AU LARD,Eugène Atget,(French),(Male),1898-99,Albumen silver print,Photograph,Photography,3/6/68,,
QUAI BOURBON,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
"Beauvais, Palais de Justice",Eugène Atget,(French),(Male),1904,Albumen silver print,Photograph,Photography,3/6/68,,
RUE DU FIGUIER,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
Rue des Barres,Eugène Atget,(French),(Male),1898,Albumen silver print,Photograph,Photography,3/6/68,,
Rue des Barres,Eugène Atget,(French),(Male),1924,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Parc de Saint-Cloud,Eugène Atget,(French),(Male),1915,Albumen silver print,Photograph,Photography,3/6/68,,
RUE DES JARDINS SAINT PAUL,Eugène Atget,(French),(Male),1899,Albumen silver print,Photograph,Photography,3/6/68,,
PASSAGE SAINT PAUL,Eugène Atget,(French),(Male),1899-1900,Albumen silver print,Photograph,Photography,3/6/68,,
RUE SAINT-LOUIS-EN-L'ÎLE,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
RUE DU GRENIER SUR L'EAU,Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
RUE EGINHARD,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
Quai des Célestins,Eugène Atget,(French),(Male),1900,Matte albumen silver print,Photograph,Photography,3/6/68,,
"10 rue de Turenne, Vieille Maison",Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
RUE DES DEUX PONTS,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
RUE DE LA BUCHERIE,Eugène Atget,(French),(Male),1902-03,Albumen silver print,Photograph,Photography,3/6/68,,
ENTREE DU PASSAGE RUE DES GUILLEMITES 6,Eugène Atget,(French),(Male),1911,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Parc de Saint-Cloud,Eugène Atget,(French),(Male),1915-19,Albumen silver print,Photograph,Photography,3/6/68,,
DÉMOLITION DU PASSAGE SAINT PIERRE. JUIN 1914,Eugène Atget,(French),(Male),1914,Albumen silver print,Photograph,Photography,3/6/68,,
Passage Saint Pierre,Eugène Atget,(French),(Male),1899-1900,Albumen silver print,Photograph,Photography,3/6/68,,
Rue Quincampoix,Eugène Atget,(French),(Male),1924,Albumen silver print,Photograph,Photography,3/6/68,,
Rue Quincampoix,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
Coin rue Eginhard,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,21.6,17.5
Rue de l'Ave Maria,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,22.5,18
RUE DES DEUX PONTS. TEMPS DE PLUIE,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
Rue de l'Hôtel de Ville,Eugène Atget,(French),(Male),1921,Albumen silver print,Photograph,Photography,3/6/68,,
MAISON RUE FRANÇOIS MIRON,Eugène Atget,(French),(Male),1899-1900,Albumen silver print,Photograph,Photography,3/6/68,,
Parc de Saint-Cloud,Eugène Atget,(French),(Male),1915-19,Albumen silver print,Photograph,Photography,3/6/68,,
RUE SAINT BON,Eugène Atget,(French),(Male),1903-04,Albumen silver print,Photograph,Photography,3/6/68,,
"RUE DU MARCHÉ DES BLANCS MANTEAUX, CÔTÉ RUE DU ROSIER",Eugène Atget,(French),(Male),1910,Albumen silver print,Photograph,Photography,3/6/68,,
UN COIN DE L'ÎLE SAINT LOUIS,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
Rue Laplace,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Rue de la Montagne-Sainte-Geneviève,Eugène Atget,(French),(Male),1923,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
Rue Galande,Eugène Atget,(French),(Male),1898-99,Albumen silver print,Photograph,Photography,3/6/68,,
Meudon,Eugène Atget,(French),(Male),1902,Albumen silver print,Photograph,Photography,3/6/68,,
COIN DE LA RUE DE LA MONTAGNE-SAINTE-GENEVIÈVE,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
"Vieux Puits, petit chemin, rue de la Gare, Châtillon",Eugène Atget,(French),(Male),October? 1922,Albumen silver print,Photograph,Photography,3/6/68,18.0975,21.9075
Parc de Saint-Cloud,Eugène Atget,(French),(Male),1915-19,Albumen silver print,Photograph,Photography,3/6/68,,
Saint-Cloud,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
Vignes,Eugène Atget,(French),(Male),1919-21,Albumen silver print,Photograph,Photography,3/6/68,,
RUE DU FIGUIER. HÔTEL DE SENS,Eugène Atget,(French),(Male),1924,Matte albumen silver print,Photograph,Photography,3/6/68,,
Pont Neuf,Eugène Atget,(French),(Male),1899-1900,Albumen silver print,Photograph,Photography,3/6/68,,
PLACE DE LA CONCORDE,Eugène Atget,(French),(Male),1926,Gelatin silver printing-out-paper print,Photograph,Photography,3/6/68,,
"Hôtel de Maillé, 10 rue Charles V",Eugène Atget,(French),(Male),1900,Albumen silver print,Photograph,Photography,3/6/68,,
